,feature_1,feature_2,feature_3,feature_4,label
4501,13.0,1.0,6.0,34.0,1.0
4502,8.0,2.0,9.0,28.0,1.0
4503,15.0,11.0,9.0,12.0,0.0
4504,11.0,2.0,8.0,29.0,1.0
4505,14.0,1.0,8.0,32.0,1.0
4506,10.0,16.0,7.0,9.0,0.0
4507,16.0,1.0,7.0,20.0,1.0
4508,18.0,2.0,5.0,37.0,1.0
4509,11.0,0.0,4.0,37.0,1.0
4510,5.0,5.0,8.0,26.0,1.0
4511,11.0,2.0,10.0,24.0,1.0
4512,18.0,0.0,7.0,21.0,1.0
4513,12.0,3.0,6.0,39.0,1.0
4514,24.0,18.0,14.0,14.0,0.0
4515,12.0,0.0,10.0,24.0,1.0
4516,10.0,0.0,8.0,31.0,1.0
4517,15.0,2.0,9.0,23.0,1.0
4518,9.0,2.0,6.0,29.0,1.0
4519,8.0,16.0,9.0,10.0,0.0
4520,11.0,3.0,7.0,26.0,1.0
4521,8.0,18.0,11.0,10.0,0.0
4522,11.0,1.0,12.0,24.0,1.0
4523,15.0,2.0,6.0,30.0,1.0
4524,10.0,3.0,12.0,27.0,1.0
4525,15.0,19.0,12.0,14.0,0.0
4526,13.0,6.0,13.0,9.0,0.0
4527,7.0,17.0,12.0,17.0,0.0
4528,12.0,10.0,14.0,14.0,0.0
4529,9.0,0.0,5.0,33.0,1.0
4530,12.0,2.0,5.0,20.0,1.0
4531,14.0,0.0,9.0,27.0,1.0
4532,12.0,0.0,8.0,22.0,1.0
4533,12.0,2.0,10.0,30.0,1.0
4534,14.0,11.0,12.0,15.0,0.0
4535,16.0,2.0,5.0,36.0,1.0
4536,13.0,0.0,2.0,30.0,1.0
4537,7.0,17.0,10.0,16.0,0.0
4538,12.0,2.0,5.0,38.0,1.0
4539,10.0,11.0,3.0,16.0,0.0
4540,15.0,12.0,6.0,13.0,0.0
4541,13.0,1.0,7.0,26.0,1.0
4542,16.0,4.0,6.0,42.0,1.0
4543,9.0,7.0,8.0,23.0,1.0
4544,11.0,1.0,13.0,24.0,1.0
4545,12.0,3.0,6.0,22.0,1.0
4546,30.0,2.0,5.0,34.0,1.0
4547,8.0,20.0,16.0,17.0,0.0
4548,10.0,0.0,10.0,35.0,1.0
4549,13.0,1.0,10.0,19.0,1.0
4550,16.0,1.0,5.0,21.0,1.0
4551,6.0,4.0,9.0,24.0,1.0
4552,7.0,1.0,3.0,27.0,1.0
4553,15.0,13.0,13.0,8.0,0.0
4554,16.0,3.0,4.0,45.0,1.0
4555,14.0,0.0,3.0,35.0,1.0
4556,9.0,15.0,12.0,14.0,0.0
4557,12.0,1.0,5.0,33.0,1.0
4558,12.0,15.0,16.0,13.0,0.0
4559,17.0,2.0,2.0,31.0,1.0
4560,15.0,3.0,15.0,32.0,1.0
4561,18.0,3.0,10.0,20.0,1.0
4562,13.0,4.0,7.0,23.0,1.0
4563,14.0,12.0,13.0,10.0,0.0
4564,16.0,5.0,9.0,24.0,1.0
4565,11.0,2.0,6.0,34.0,1.0
4566,15.0,16.0,22.0,18.0,0.0
4567,7.0,1.0,7.0,32.0,1.0
4568,12.0,8.0,13.0,9.0,0.0
4569,11.0,3.0,7.0,26.0,1.0
4570,11.0,0.0,13.0,33.0,1.0
4571,13.0,0.0,5.0,31.0,1.0
4572,11.0,9.0,12.0,15.0,0.0
4573,11.0,1.0,6.0,31.0,1.0
4574,15.0,2.0,5.0,29.0,1.0
4575,9.0,10.0,8.0,7.0,0.0
4576,11.0,1.0,10.0,29.0,1.0
4577,11.0,5.0,9.0,30.0,1.0
4578,6.0,8.0,11.0,12.0,0.0
4579,13.0,1.0,9.0,32.0,1.0
4580,16.0,2.0,6.0,24.0,1.0
4581,16.0,1.0,5.0,24.0,1.0
4582,11.0,2.0,7.0,26.0,1.0
4583,15.0,16.0,14.0,9.0,0.0
4584,10.0,0.0,4.0,22.0,1.0
4585,15.0,2.0,7.0,22.0,1.0
4586,15.0,12.0,8.0,8.0,0.0
4587,14.0,3.0,8.0,22.0,1.0
4588,17.0,4.0,10.0,26.0,1.0
4589,16.0,0.0,7.0,31.0,1.0
4590,14.0,15.0,20.0,16.0,0.0
4591,21.0,10.0,10.0,18.0,0.0
4592,12.0,15.0,9.0,12.0,0.0
4593,12.0,10.0,7.0,8.0,0.0
4594,12.0,1.0,5.0,34.0,1.0
4595,13.0,14.0,8.0,11.0,0.0
4596,10.0,3.0,7.0,34.0,1.0
4597,10.0,1.0,9.0,29.0,1.0
4598,14.0,0.0,5.0,23.0,1.0
4599,10.0,3.0,6.0,17.0,1.0
4600,12.0,1.0,2.0,24.0,1.0
4601,12.0,1.0,6.0,28.0,1.0
4602,7.0,0.0,7.0,35.0,1.0
4603,16.0,12.0,10.0,14.0,0.0
4604,18.0,1.0,6.0,32.0,1.0
4605,18.0,3.0,8.0,39.0,1.0
4606,21.0,1.0,13.0,29.0,1.0
4607,10.0,10.0,16.0,13.0,0.0
4608,11.0,3.0,9.0,20.0,1.0
4609,15.0,1.0,8.0,25.0,1.0
4610,8.0,12.0,14.0,15.0,0.0
4611,14.0,1.0,8.0,42.0,1.0
4612,12.0,1.0,7.0,30.0,1.0
4613,8.0,2.0,10.0,30.0,1.0
4614,10.0,8.0,17.0,9.0,0.0
4615,19.0,9.0,10.0,18.0,0.0
4616,9.0,2.0,6.0,16.0,1.0
4617,20.0,3.0,5.0,32.0,1.0
4618,6.0,2.0,7.0,26.0,1.0
4619,11.0,14.0,16.0,13.0,0.0
4620,17.0,2.0,6.0,30.0,1.0
4621,12.0,1.0,7.0,26.0,1.0
4622,17.0,3.0,11.0,33.0,1.0
4623,12.0,3.0,4.0,40.0,1.0
4624,15.0,14.0,15.0,14.0,0.0
4625,14.0,1.0,9.0,31.0,1.0
4626,12.0,2.0,9.0,20.0,1.0
4627,11.0,9.0,7.0,8.0,0.0
4628,14.0,2.0,11.0,32.0,1.0
4629,11.0,2.0,10.0,25.0,1.0
4630,11.0,2.0,5.0,23.0,1.0
4631,15.0,8.0,9.0,12.0,0.0
4632,8.0,2.0,3.0,35.0,1.0
4633,13.0,3.0,12.0,19.0,1.0
4634,9.0,13.0,8.0,18.0,0.0
4635,16.0,2.0,5.0,34.0,1.0
4636,14.0,3.0,8.0,36.0,1.0
4637,15.0,15.0,16.0,12.0,0.0
4638,13.0,5.0,7.0,28.0,1.0
4639,15.0,2.0,4.0,28.0,1.0
4640,8.0,1.0,14.0,32.0,1.0
4641,14.0,22.0,6.0,11.0,0.0
4642,10.0,0.0,5.0,21.0,1.0
4643,15.0,5.0,12.0,15.0,0.0
4644,9.0,0.0,9.0,16.0,1.0
4645,11.0,0.0,6.0,28.0,1.0
4646,10.0,17.0,10.0,7.0,0.0
4647,12.0,8.0,13.0,14.0,0.0
4648,13.0,2.0,7.0,20.0,1.0
4649,16.0,2.0,6.0,23.0,1.0
4650,16.0,15.0,14.0,17.0,0.0
4651,13.0,2.0,5.0,33.0,1.0
4652,12.0,2.0,5.0,33.0,1.0
4653,5.0,2.0,9.0,29.0,1.0
4654,16.0,3.0,7.0,31.0,1.0
4655,17.0,1.0,10.0,25.0,1.0
4656,14.0,3.0,4.0,25.0,1.0
4657,17.0,18.0,12.0,9.0,0.0
4658,15.0,1.0,7.0,32.0,1.0
4659,14.0,2.0,6.0,28.0,1.0
4660,7.0,17.0,12.0,8.0,0.0
4661,11.0,10.0,21.0,12.0,0.0
4662,19.0,0.0,10.0,19.0,1.0
4663,12.0,3.0,7.0,23.0,1.0
4664,14.0,13.0,10.0,10.0,0.0
4665,15.0,2.0,8.0,25.0,1.0
4666,7.0,6.0,17.0,11.0,0.0
4667,7.0,3.0,8.0,28.0,1.0
4668,7.0,1.0,7.0,26.0,1.0
4669,21.0,11.0,15.0,14.0,0.0
4670,15.0,14.0,15.0,10.0,0.0
4671,13.0,0.0,8.0,29.0,1.0
4672,10.0,1.0,5.0,32.0,1.0
4673,16.0,2.0,3.0,27.0,1.0
4674,11.0,2.0,2.0,27.0,1.0
4675,6.0,1.0,6.0,30.0,1.0
4676,11.0,2.0,6.0,32.0,1.0
4677,13.0,21.0,23.0,14.0,0.0
4678,8.0,15.0,7.0,15.0,0.0
4679,13.0,10.0,14.0,26.0,0.0
4680,12.0,2.0,7.0,29.0,1.0
4681,14.0,0.0,8.0,26.0,1.0
4682,14.0,13.0,17.0,8.0,0.0
4683,12.0,11.0,14.0,14.0,0.0
4684,11.0,4.0,7.0,26.0,1.0
4685,13.0,10.0,13.0,10.0,0.0
4686,6.0,2.0,8.0,34.0,1.0
4687,10.0,3.0,4.0,24.0,1.0
4688,12.0,3.0,5.0,27.0,1.0
4689,14.0,2.0,10.0,26.0,1.0
4690,18.0,2.0,14.0,25.0,1.0
4691,17.0,2.0,10.0,36.0,1.0
4692,19.0,1.0,5.0,30.0,1.0
4693,12.0,2.0,7.0,31.0,1.0
4694,14.0,4.0,9.0,36.0,1.0
4695,23.0,1.0,10.0,27.0,1.0
4696,11.0,14.0,16.0,10.0,0.0
4697,12.0,4.0,5.0,29.0,1.0
4698,17.0,3.0,3.0,30.0,1.0
4699,13.0,13.0,11.0,13.0,0.0
4700,18.0,5.0,5.0,29.0,1.0
4701,11.0,2.0,6.0,26.0,1.0
4702,16.0,2.0,9.0,21.0,1.0
4703,9.0,0.0,9.0,26.0,1.0
4704,18.0,15.0,9.0,15.0,0.0
4705,14.0,1.0,3.0,26.0,1.0
4706,14.0,1.0,14.0,19.0,1.0
4707,10.0,4.0,5.0,31.0,1.0
4708,15.0,17.0,17.0,14.0,0.0
4709,9.0,2.0,8.0,31.0,1.0
4710,15.0,13.0,7.0,10.0,0.0
4711,20.0,4.0,10.0,36.0,1.0
4712,16.0,4.0,10.0,28.0,1.0
4713,12.0,6.0,13.0,20.0,1.0
4714,8.0,11.0,16.0,9.0,0.0
4715,14.0,9.0,11.0,9.0,0.0
4716,10.0,3.0,10.0,27.0,1.0
4717,12.0,9.0,15.0,14.0,0.0
4718,13.0,3.0,12.0,25.0,1.0
4719,14.0,3.0,10.0,30.0,1.0
4720,13.0,13.0,16.0,14.0,0.0
4721,9.0,12.0,13.0,12.0,0.0
4722,12.0,2.0,10.0,28.0,1.0
4723,9.0,0.0,7.0,26.0,1.0
4724,12.0,10.0,17.0,10.0,0.0
4725,13.0,12.0,16.0,10.0,0.0
4726,12.0,3.0,7.0,28.0,1.0
4727,13.0,8.0,10.0,9.0,0.0
4728,16.0,9.0,11.0,15.0,0.0
4729,14.0,15.0,10.0,11.0,0.0
4730,18.0,4.0,10.0,27.0,1.0
4731,16.0,0.0,13.0,32.0,1.0
4732,10.0,4.0,6.0,24.0,1.0
4733,9.0,0.0,9.0,19.0,1.0
4734,15.0,2.0,10.0,22.0,1.0
4735,14.0,7.0,18.0,10.0,0.0
4736,10.0,2.0,10.0,26.0,1.0
4737,16.0,2.0,15.0,28.0,1.0
4738,6.0,4.0,8.0,30.0,1.0
4739,11.0,2.0,11.0,31.0,1.0
4740,8.0,3.0,4.0,31.0,1.0
4741,9.0,2.0,11.0,27.0,1.0
4742,10.0,9.0,15.0,11.0,0.0
4743,18.0,1.0,5.0,25.0,1.0
4744,8.0,1.0,8.0,27.0,1.0
4745,17.0,0.0,8.0,31.0,1.0
4746,11.0,2.0,2.0,18.0,1.0
4747,9.0,7.0,9.0,17.0,0.0
4748,10.0,0.0,12.0,20.0,1.0
4749,12.0,19.0,12.0,7.0,0.0
4750,12.0,2.0,7.0,25.0,1.0
4751,10.0,0.0,10.0,31.0,1.0
4752,11.0,1.0,5.0,37.0,1.0
4753,14.0,3.0,9.0,45.0,1.0
4754,12.0,6.0,8.0,13.0,0.0
4755,11.0,2.0,10.0,23.0,1.0
4756,18.0,8.0,11.0,13.0,0.0
4757,15.0,1.0,9.0,34.0,1.0
4758,14.0,8.0,10.0,13.0,0.0
4759,11.0,0.0,6.0,24.0,1.0
4760,11.0,0.0,7.0,23.0,1.0
4761,9.0,13.0,14.0,6.0,0.0
4762,10.0,4.0,5.0,25.0,1.0
4763,17.0,3.0,5.0,36.0,1.0
4764,11.0,3.0,5.0,22.0,1.0
4765,17.0,10.0,5.0,6.0,0.0
4766,10.0,5.0,6.0,29.0,1.0
4767,15.0,17.0,10.0,15.0,0.0
4768,17.0,10.0,9.0,17.0,0.0
4769,12.0,12.0,11.0,9.0,0.0
4770,17.0,1.0,11.0,33.0,1.0
4771,15.0,19.0,8.0,14.0,0.0
4772,13.0,2.0,9.0,34.0,1.0
4773,12.0,2.0,7.0,21.0,1.0
4774,16.0,2.0,9.0,24.0,1.0
4775,16.0,2.0,11.0,27.0,1.0
4776,15.0,2.0,7.0,39.0,1.0
4777,11.0,19.0,11.0,16.0,0.0
4778,14.0,13.0,18.0,13.0,0.0
4779,21.0,2.0,8.0,28.0,1.0
4780,13.0,1.0,6.0,22.0,1.0
4781,9.0,9.0,8.0,11.0,0.0
4782,12.0,1.0,5.0,29.0,1.0
4783,12.0,16.0,14.0,11.0,0.0
4784,7.0,11.0,8.0,10.0,0.0
4785,11.0,11.0,6.0,8.0,0.0
4786,13.0,11.0,8.0,10.0,0.0
4787,11.0,2.0,8.0,33.0,1.0
4788,14.0,0.0,13.0,33.0,1.0
4789,10.0,10.0,10.0,17.0,0.0
4790,13.0,9.0,13.0,16.0,0.0
4791,10.0,1.0,12.0,26.0,1.0
4792,16.0,0.0,7.0,30.0,1.0
4793,11.0,2.0,6.0,21.0,1.0
4794,11.0,0.0,16.0,29.0,1.0
4795,5.0,1.0,8.0,26.0,1.0
4796,13.0,13.0,14.0,11.0,0.0
4797,16.0,12.0,10.0,13.0,0.0
4798,18.0,1.0,10.0,29.0,1.0
4799,7.0,0.0,2.0,32.0,1.0
4800,14.0,3.0,8.0,22.0,1.0
4801,15.0,2.0,5.0,21.0,1.0
4802,6.0,1.0,11.0,28.0,1.0
4803,12.0,2.0,9.0,22.0,1.0
4804,14.0,3.0,3.0,30.0,1.0
4805,16.0,1.0,11.0,23.0,1.0
4806,11.0,9.0,7.0,8.0,0.0
4807,15.0,1.0,7.0,29.0,1.0
4808,10.0,2.0,6.0,35.0,1.0
4809,14.0,3.0,3.0,23.0,1.0
4810,16.0,0.0,7.0,23.0,1.0
4811,5.0,12.0,7.0,10.0,0.0
4812,17.0,3.0,9.0,26.0,1.0
4813,18.0,0.0,5.0,29.0,1.0
4814,10.0,10.0,15.0,10.0,0.0
4815,7.0,1.0,8.0,29.0,1.0
4816,15.0,3.0,6.0,29.0,1.0
4817,13.0,11.0,14.0,14.0,0.0
4818,11.0,2.0,12.0,34.0,1.0
4819,9.0,2.0,8.0,36.0,1.0
4820,14.0,0.0,9.0,29.0,1.0
4821,6.0,0.0,16.0,22.0,1.0
4822,15.0,0.0,8.0,26.0,1.0
4823,19.0,0.0,9.0,34.0,1.0
4824,14.0,1.0,6.0,29.0,1.0
4825,12.0,15.0,14.0,19.0,0.0
4826,18.0,5.0,10.0,30.0,1.0
4827,12.0,1.0,4.0,29.0,1.0
4828,11.0,27.0,16.0,12.0,0.0
4829,11.0,1.0,11.0,42.0,1.0
4830,12.0,5.0,6.0,26.0,1.0
4831,6.0,17.0,16.0,11.0,0.0
4832,13.0,15.0,8.0,16.0,0.0
4833,14.0,4.0,6.0,27.0,1.0
4834,10.0,2.0,5.0,28.0,1.0
4835,10.0,10.0,8.0,19.0,0.0
4836,12.0,3.0,1.0,27.0,1.0
4837,12.0,2.0,8.0,24.0,1.0
4838,18.0,3.0,8.0,38.0,1.0
4839,14.0,3.0,12.0,25.0,1.0
4840,12.0,0.0,8.0,37.0,1.0
4841,16.0,1.0,7.0,23.0,1.0
4842,7.0,2.0,5.0,17.0,1.0
4843,18.0,13.0,14.0,12.0,0.0
4844,12.0,2.0,7.0,24.0,1.0
4845,15.0,0.0,6.0,24.0,1.0
4846,15.0,2.0,6.0,24.0,1.0
4847,5.0,1.0,6.0,27.0,1.0
4848,11.0,1.0,8.0,29.0,1.0
4849,14.0,17.0,12.0,6.0,0.0
4850,18.0,16.0,10.0,14.0,0.0
4851,16.0,3.0,4.0,31.0,1.0
4852,15.0,3.0,7.0,31.0,1.0
4853,9.0,20.0,13.0,10.0,0.0
4854,11.0,3.0,9.0,30.0,1.0
4855,10.0,10.0,11.0,7.0,0.0
4856,13.0,5.0,5.0,26.0,1.0
4857,10.0,4.0,7.0,33.0,1.0
4858,14.0,0.0,7.0,36.0,1.0
4859,13.0,9.0,14.0,16.0,0.0
4860,10.0,7.0,17.0,9.0,0.0
4861,14.0,13.0,10.0,17.0,0.0
4862,12.0,1.0,6.0,37.0,1.0
4863,17.0,11.0,9.0,12.0,0.0
4864,14.0,9.0,14.0,7.0,0.0
4865,11.0,2.0,8.0,29.0,1.0
4866,19.0,21.0,8.0,12.0,0.0
4867,13.0,1.0,9.0,25.0,1.0
4868,3.0,0.0,4.0,37.0,1.0
4869,14.0,6.0,12.0,8.0,0.0
4870,7.0,1.0,6.0,25.0,1.0
4871,13.0,9.0,16.0,18.0,0.0
4872,12.0,3.0,6.0,21.0,1.0
4873,7.0,0.0,7.0,19.0,1.0
4874,12.0,10.0,19.0,16.0,0.0
4875,19.0,16.0,11.0,9.0,0.0
4876,16.0,3.0,9.0,31.0,1.0
4877,19.0,4.0,6.0,20.0,1.0
4878,9.0,21.0,9.0,14.0,0.0
4879,13.0,3.0,6.0,28.0,1.0
4880,14.0,4.0,4.0,20.0,1.0
4881,16.0,4.0,5.0,25.0,1.0
4882,15.0,3.0,4.0,33.0,1.0
4883,15.0,3.0,7.0,20.0,1.0
4884,20.0,2.0,8.0,29.0,1.0
4885,13.0,0.0,9.0,32.0,1.0
4886,12.0,15.0,11.0,11.0,0.0
4887,12.0,4.0,7.0,35.0,1.0
4888,12.0,1.0,7.0,29.0,1.0
4889,12.0,15.0,14.0,13.0,0.0
4890,10.0,4.0,7.0,19.0,1.0
4891,13.0,6.0,3.0,31.0,1.0
4892,14.0,13.0,11.0,10.0,0.0
4893,9.0,10.0,16.0,11.0,0.0
4894,9.0,2.0,14.0,23.0,1.0
4895,14.0,10.0,7.0,11.0,0.0
4896,10.0,5.0,4.0,34.0,1.0
4897,13.0,15.0,19.0,13.0,0.0
4898,11.0,1.0,7.0,34.0,1.0
4899,9.0,5.0,10.0,41.0,1.0
4900,18.0,4.0,9.0,32.0,1.0
4901,9.0,2.0,2.0,34.0,1.0
4902,15.0,10.0,15.0,12.0,0.0
4903,15.0,3.0,4.0,30.0,1.0
4904,14.0,1.0,9.0,41.0,1.0
4905,11.0,2.0,14.0,33.0,1.0
4906,15.0,15.0,25.0,10.0,0.0
4907,17.0,14.0,8.0,12.0,0.0
4908,19.0,0.0,6.0,29.0,1.0
4909,10.0,16.0,10.0,10.0,0.0
4910,13.0,11.0,14.0,13.0,0.0
4911,5.0,3.0,7.0,30.0,1.0
4912,7.0,3.0,7.0,27.0,1.0
4913,14.0,7.0,19.0,12.0,0.0
4914,11.0,2.0,8.0,25.0,1.0
4915,11.0,8.0,15.0,13.0,0.0
4916,9.0,13.0,13.0,12.0,0.0
4917,11.0,2.0,5.0,30.0,1.0
4918,16.0,4.0,9.0,26.0,1.0
4919,8.0,13.0,12.0,13.0,0.0
4920,13.0,0.0,6.0,27.0,1.0
4921,23.0,0.0,12.0,23.0,1.0
4922,11.0,2.0,11.0,29.0,1.0
4923,11.0,3.0,8.0,33.0,1.0
4924,15.0,13.0,13.0,13.0,0.0
4925,12.0,1.0,7.0,28.0,1.0
4926,20.0,17.0,12.0,9.0,0.0
4927,18.0,2.0,9.0,29.0,1.0
4928,17.0,14.0,8.0,13.0,0.0
4929,11.0,14.0,8.0,12.0,0.0
4930,13.0,6.0,16.0,17.0,0.0
4931,10.0,1.0,4.0,30.0,1.0
4932,12.0,0.0,8.0,27.0,1.0
4933,14.0,13.0,13.0,12.0,0.0
4934,7.0,19.0,9.0,14.0,0.0
4935,10.0,3.0,4.0,25.0,1.0
4936,7.0,12.0,18.0,11.0,0.0
4937,15.0,3.0,6.0,27.0,1.0
4938,11.0,3.0,7.0,18.0,1.0
4939,11.0,0.0,9.0,32.0,1.0
4940,10.0,3.0,12.0,29.0,1.0
4941,11.0,11.0,13.0,16.0,0.0
4942,12.0,15.0,10.0,10.0,0.0
4943,20.0,13.0,10.0,9.0,0.0
4944,17.0,13.0,7.0,10.0,0.0
4945,14.0,3.0,7.0,33.0,1.0
4946,13.0,2.0,7.0,33.0,1.0
4947,4.0,2.0,7.0,30.0,1.0
4948,9.0,1.0,10.0,28.0,1.0
4949,13.0,2.0,4.0,21.0,1.0
4950,15.0,12.0,10.0,11.0,0.0
4951,14.0,12.0,8.0,7.0,0.0
4952,10.0,2.0,11.0,28.0,1.0
4953,3.0,14.0,6.0,8.0,0.0
4954,13.0,12.0,14.0,11.0,0.0
4955,17.0,17.0,17.0,12.0,0.0
4956,17.0,5.0,3.0,27.0,1.0
4957,13.0,11.0,7.0,9.0,0.0
4958,13.0,9.0,10.0,12.0,0.0
4959,19.0,1.0,5.0,22.0,1.0
4960,19.0,2.0,7.0,20.0,1.0
4961,11.0,1.0,11.0,33.0,1.0
4962,16.0,1.0,12.0,17.0,1.0
4963,14.0,8.0,14.0,14.0,0.0
4964,12.0,1.0,9.0,19.0,1.0
4965,8.0,3.0,7.0,34.0,1.0
4966,12.0,1.0,7.0,25.0,1.0
4967,13.0,1.0,5.0,28.0,1.0
4968,5.0,2.0,6.0,34.0,1.0
4969,14.0,2.0,8.0,35.0,1.0
4970,15.0,2.0,9.0,33.0,1.0
4971,10.0,7.0,3.0,36.0,1.0
4972,15.0,15.0,10.0,14.0,0.0
4973,11.0,4.0,12.0,25.0,1.0
4974,16.0,4.0,4.0,20.0,1.0
4975,19.0,3.0,12.0,30.0,1.0
4976,8.0,6.0,5.0,22.0,1.0
4977,12.0,0.0,2.0,20.0,1.0
4978,9.0,1.0,9.0,27.0,1.0
4979,19.0,1.0,5.0,26.0,1.0
4980,10.0,2.0,11.0,35.0,1.0
4981,14.0,1.0,8.0,28.0,1.0
4982,7.0,2.0,8.0,37.0,1.0
4983,10.0,12.0,8.0,12.0,0.0
4984,13.0,11.0,17.0,8.0,0.0
4985,14.0,0.0,10.0,19.0,1.0
4986,15.0,4.0,12.0,30.0,1.0
4987,8.0,1.0,7.0,36.0,1.0
4988,16.0,14.0,8.0,20.0,0.0
4989,15.0,4.0,4.0,23.0,1.0
4990,9.0,1.0,7.0,40.0,1.0
4991,8.0,3.0,6.0,26.0,1.0
4992,17.0,2.0,5.0,20.0,1.0
4993,16.0,0.0,7.0,33.0,1.0
4994,13.0,14.0,19.0,6.0,0.0
4995,22.0,12.0,12.0,10.0,0.0
4996,15.0,3.0,6.0,26.0,1.0
4997,15.0,2.0,4.0,27.0,1.0
4998,18.0,4.0,4.0,35.0,1.0
4999,13.0,15.0,12.0,12.0,0.0
5000,7.0,12.0,7.0,17.0,0.0
5001,14.0,1.0,12.0,34.0,1.0
5002,11.0,1.0,7.0,13.0,1.0
5003,7.0,1.0,9.0,20.0,1.0
5004,14.0,0.0,14.0,25.0,1.0
5005,12.0,3.0,9.0,31.0,1.0
5006,15.0,3.0,11.0,20.0,1.0
5007,15.0,1.0,7.0,27.0,1.0
5008,14.0,0.0,7.0,32.0,1.0
5009,12.0,5.0,8.0,30.0,1.0
5010,14.0,3.0,7.0,25.0,1.0
5011,10.0,4.0,5.0,28.0,1.0
5012,10.0,0.0,11.0,26.0,1.0
5013,10.0,4.0,6.0,25.0,1.0
5014,14.0,9.0,18.0,13.0,0.0
5015,13.0,16.0,14.0,7.0,0.0
5016,18.0,1.0,8.0,16.0,1.0
5017,14.0,5.0,7.0,25.0,1.0
5018,21.0,19.0,12.0,7.0,0.0
5019,10.0,3.0,7.0,20.0,1.0
5020,9.0,15.0,9.0,17.0,0.0
5021,8.0,0.0,7.0,32.0,1.0
5022,10.0,1.0,12.0,29.0,1.0
5023,18.0,3.0,9.0,32.0,1.0
5024,8.0,1.0,5.0,25.0,1.0
5025,14.0,0.0,6.0,28.0,1.0
5026,16.0,1.0,14.0,18.0,1.0
5027,13.0,1.0,11.0,31.0,1.0
5028,16.0,3.0,9.0,30.0,1.0
5029,9.0,16.0,6.0,10.0,0.0
5030,9.0,2.0,10.0,28.0,1.0
5031,11.0,17.0,13.0,11.0,0.0
5032,14.0,11.0,11.0,9.0,0.0
5033,12.0,12.0,15.0,13.0,0.0
5034,6.0,13.0,11.0,12.0,0.0
5035,8.0,2.0,4.0,29.0,1.0
5036,15.0,3.0,7.0,35.0,1.0
5037,15.0,17.0,18.0,13.0,0.0
5038,15.0,2.0,6.0,25.0,1.0
5039,10.0,10.0,15.0,13.0,0.0
5040,18.0,0.0,8.0,32.0,1.0
5041,10.0,0.0,6.0,29.0,1.0
5042,13.0,0.0,6.0,30.0,1.0
5043,14.0,3.0,7.0,26.0,1.0
5044,10.0,2.0,6.0,25.0,1.0
5045,10.0,15.0,18.0,10.0,0.0
5046,23.0,11.0,13.0,20.0,0.0
5047,10.0,1.0,4.0,29.0,1.0
5048,13.0,3.0,9.0,28.0,1.0
5049,12.0,0.0,6.0,22.0,1.0
5050,18.0,3.0,6.0,33.0,1.0
5051,15.0,3.0,6.0,17.0,1.0
5052,6.0,2.0,11.0,21.0,1.0
5053,15.0,3.0,14.0,11.0,0.0
5054,16.0,0.0,11.0,29.0,1.0
5055,20.0,3.0,6.0,23.0,1.0
5056,6.0,20.0,13.0,11.0,0.0
5057,15.0,0.0,10.0,33.0,1.0
5058,12.0,2.0,6.0,33.0,1.0
5059,13.0,21.0,13.0,10.0,0.0
5060,11.0,1.0,6.0,24.0,1.0
5061,16.0,1.0,8.0,22.0,1.0
5062,13.0,2.0,8.0,26.0,1.0
5063,8.0,0.0,9.0,28.0,1.0
5064,11.0,10.0,10.0,16.0,0.0
5065,10.0,16.0,17.0,13.0,0.0
5066,13.0,0.0,4.0,37.0,1.0
5067,10.0,1.0,7.0,31.0,1.0
5068,11.0,2.0,10.0,32.0,1.0
5069,14.0,0.0,6.0,38.0,1.0
5070,15.0,8.0,6.0,15.0,0.0
5071,15.0,1.0,3.0,24.0,1.0
5072,12.0,3.0,1.0,33.0,1.0
5073,9.0,4.0,11.0,30.0,1.0
5074,7.0,3.0,7.0,16.0,1.0
5075,8.0,1.0,7.0,23.0,1.0
5076,8.0,12.0,11.0,13.0,0.0
5077,18.0,4.0,9.0,39.0,1.0
5078,12.0,4.0,5.0,26.0,1.0
5079,19.0,13.0,12.0,16.0,0.0
5080,8.0,2.0,10.0,33.0,1.0
5081,6.0,1.0,5.0,26.0,1.0
5082,14.0,1.0,8.0,24.0,1.0
5083,19.0,13.0,14.0,11.0,0.0
5084,14.0,1.0,9.0,29.0,1.0
5085,16.0,6.0,15.0,13.0,0.0
5086,3.0,3.0,10.0,29.0,1.0
5087,13.0,11.0,11.0,7.0,0.0
5088,18.0,4.0,3.0,31.0,1.0
5089,14.0,3.0,6.0,26.0,1.0
5090,16.0,16.0,11.0,11.0,0.0
5091,9.0,3.0,4.0,24.0,1.0
5092,9.0,2.0,6.0,19.0,1.0
5093,17.0,0.0,9.0,31.0,1.0
5094,8.0,3.0,12.0,29.0,1.0
5095,12.0,0.0,5.0,26.0,1.0
5096,14.0,3.0,9.0,32.0,1.0
5097,12.0,1.0,11.0,34.0,1.0
5098,12.0,1.0,8.0,31.0,1.0
5099,17.0,3.0,11.0,38.0,1.0
5100,13.0,14.0,13.0,11.0,0.0
5101,16.0,3.0,4.0,31.0,1.0
5102,8.0,10.0,19.0,17.0,0.0
5103,15.0,4.0,8.0,26.0,1.0
5104,13.0,0.0,6.0,37.0,1.0
5105,14.0,1.0,7.0,34.0,1.0
5106,11.0,1.0,6.0,27.0,1.0
5107,11.0,5.0,5.0,21.0,1.0
